t,model,average,arc,hellaswag,mmlu,truthfulqa,winogrande,gsm8k,type,architecture,weight_type,precision,merged,hub_license,params_b,hub_hearts,available_on_the_hub,model_sha,flagged,moe,date,fullname,url
🔶,NovoCode/Tiger-7B-v0.1-LaserRMT-Math-5-10-15-Neural-DPO,57.36,39.42,82.58,61.63,48.16,77.19,35.18,🔶 fine-tuned on domain-specific datasets,?,Adapter,bfloat16,TRUE,apache-2.0,7,0,FALSE,65089a9263dc7c51a787deb6392955d78621f72f,TRUE,TRUE,2024-02-14T11:41:53Z,NovoCode/Tiger-7B-v0.1-LaserRMT-Math-5-10-15-Neural-DPO,https://huggingface.co/NovoCode/Tiger-7B-v0.1-LaserRMT-Math-5-10-15-Neural-DPO
🔶,chargoddard/llama-polyglot-13b,57.36,59.81,81.27,55.04,48.71,76.72,22.59,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,FALSE,llama2,13,5,TRUE,7a08a96118aa86e0405a5f980d7e40dadf86e1be,TRUE,TRUE,2023-11-23T05:29:47Z,chargoddard/llama-polyglot-13b,https://huggingface.co/chargoddard/llama-polyglot-13b
🟢,gordicaleksa/YugoGPT,57.35,58.11,81.45,60.68,36.6,76.56,30.71,🟢 pretrained,MistralForCausalLM,Original,bfloat16,TRUE,apache-2.0,7,25,TRUE,254ee66aebc46b483b1a3b4c2bfafb1d523dc18e,TRUE,TRUE,2024-02-29T15:01:12Z,gordicaleksa/YugoGPT,https://huggingface.co/gordicaleksa/YugoGPT
🔶,allenai/digital-socrates-13b,57.34,58.36,80.14,57.01,44.47,74.59,29.49,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,apache-2.0,13,9,TRUE,c738ee4bb61e67eebb9d196c440dcb2d99e5f906,TRUE,TRUE,2023-11-23T06:38:16Z,allenai/digital-socrates-13b,https://huggingface.co/allenai/digital-socrates-13b
?,TheBloke/VicUnlocked-30B-LoRA-HF,57.33,59.73,84.02,57.81,48.54,79.48,14.4,"",LlamaForCausalLM,Original,float16,TRUE,other,30,1,TRUE,3259cb3c2a10cfb429fb51c4a76fffa049f4c44d,TRUE,TRUE,2023-09-09T10:52:17Z,TheBloke/VicUnlocked-30B-LoRA-HF,https://huggingface.co/TheBloke/VicUnlocked-30B-LoRA-HF
?,jondurbin/airoboros-33b-gpt4,57.32,63.74,84.87,58.54,47.06,77.03,12.66,"",LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,33,7,TRUE,5b6bd680b1c008e52521dc8c663dbc87820da3d0,TRUE,TRUE,2023-09-09T10:52:17Z,jondurbin/airoboros-33b-gpt4,https://huggingface.co/jondurbin/airoboros-33b-gpt4
🔶,Sao10K/BrainDerp2,57.32,60.92,81.94,58.9,57.19,75.93,9.02,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,13,1,TRUE,948ee7af94a8b092807df4becfc0a8c1cd042878,TRUE,TRUE,2023-10-16T12:48:18Z,Sao10K/BrainDerp2,https://huggingface.co/Sao10K/BrainDerp2
💬,TFLai/OpenOrca-Platypus2-13B-QLoRA-0.80-epoch,57.31,62.37,82.99,59.38,52.2,75.77,11.14,"💬 chat models (RLHF, DPO, IFT, ...)",Unknown,Original,float16,TRUE,"",13,0,FALSE,39ae03b77b4f1d453b02468ce6bb4ddeb6526b77,TRUE,TRUE,2023-09-09T10:52:17Z,TFLai/OpenOrca-Platypus2-13B-QLoRA-0.80-epoch,https://huggingface.co/TFLai/OpenOrca-Platypus2-13B-QLoRA-0.80-epoch
🔶,adonlee/LLaMA_2_13B_SFT_v0,57.31,62.03,83.8,58.39,49.92,77.27,12.43,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,apache-2.0,13,0,TRUE,a6790d83337578f38d2bcd51038a779eaa8d0fac,TRUE,TRUE,2023-10-16T12:46:18Z,adonlee/LLaMA_2_13B_SFT_v0,https://huggingface.co/adonlee/LLaMA_2_13B_SFT_v0
🔶,maldv/electric-mist-7b,57.3,61.18,82.56,59.71,45.37,71.51,23.5,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,TRUE,cc-by-nc-4.0,7,0,TRUE,b224f450fa0db5e09ce96ee3b4c4bc9c2e614c84,TRUE,TRUE,2024-03-29T08:22:11Z,maldv/electric-mist-7b,https://huggingface.co/maldv/electric-mist-7b
🔶,codellama/CodeLlama-34b-Instruct-hf,57.29,54.27,76.92,55.54,44.44,74.59,37.98,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,llama2,33,268,TRUE,bf5e5060fa30f33149efe84bbcc682001a00ab94,TRUE,TRUE,2023-12-07T03:09:52Z,codellama/CodeLlama-34b-Instruct-hf,https://huggingface.co/codellama/CodeLlama-34b-Instruct-hf
🔶,Open-Orca/OpenOrca-Platypus2-13B,57.28,62.8,83.15,59.39,53.08,76.24,9.02,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,13,226,TRUE,e7a40134f7eb687c6ab66d445dc7251257f8d391,TRUE,TRUE,2023-10-16T12:48:18Z,Open-Orca/OpenOrca-Platypus2-13B,https://huggingface.co/Open-Orca/OpenOrca-Platypus2-13B
🔶,KoboldAI/LLaMA2-13B-Estopia,57.27,62.12,82.53,54.99,54.18,75.85,13.95,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,FALSE,cc-by-nc-4.0,13,17,TRUE,cfbf7f1372454aefb45d27504b11431828ad14f8,TRUE,TRUE,2024-02-25T16:33:29Z,KoboldAI/LLaMA2-13B-Estopia,https://huggingface.co/KoboldAI/LLaMA2-13B-Estopia
🔶,XuanXuanXuanXuan/Mistral-7B-Instruct-v0.1-gpt-4-80k,57.27,55.12,74.79,56.13,57.51,72.61,27.45,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,TRUE,apache-2.0,7,0,FALSE,0b74a57c33242b7441a9b85fbcca5d477c3584bd,TRUE,TRUE,2024-03-15T08:23:20Z,XuanXuanXuanXuan/Mistral-7B-Instruct-v0.1-gpt-4-80k,https://huggingface.co/XuanXuanXuanXuan/Mistral-7B-Instruct-v0.1-gpt-4-80k
💬,PulsarAI/2x-LoRA-Assemble-Nova-13B,57.26,62.63,83.24,58.64,51.88,76.95,10.24,"💬 chat models (RLHF, DPO, IFT, ...)",Unknown,Original,float16,TRUE,"",13,0,FALSE,2a344b91b28ce4d0bd48b9b5a6cc87b71123eab5,TRUE,TRUE,2023-10-16T12:54:17Z,PulsarAI/2x-LoRA-Assemble-Nova-13B,https://huggingface.co/PulsarAI/2x-LoRA-Assemble-Nova-13B
🔶,ArianAskari/SOLID-SFT-DPO-MixQV2-SOLIDRejected-SFTChosen-Zephyr-7b-beta,57.26,58.96,79.82,60.14,52.36,73.24,19.03,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,TRUE,apache-2.0,7,0,TRUE,f03058e7f15c0d1c542e32c88f7813a4dac7c33f,TRUE,TRUE,2024-02-13T06:25:20Z,ArianAskari/SOLID-SFT-DPO-MixQV2-SOLIDRejected-SFTChosen-Zephyr-7b-beta,https://huggingface.co/ArianAskari/SOLID-SFT-DPO-MixQV2-SOLIDRejected-SFTChosen-Zephyr-7b-beta
🔶,TwT-6/open_llm_leaderboard_demo2,57.25,62.37,83.76,65.65,52.5,79.24,0,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,10,1,TRUE,9eb73e7046c9784cd33d0c5d30828cfb087893ea,TRUE,TRUE,2024-04-12T06:18:19Z,TwT-6/open_llm_leaderboard_demo2,https://huggingface.co/TwT-6/open_llm_leaderboard_demo2
🔶,Undi95/MLewd-ReMM-L2-Chat-20B-Inverted,57.25,61.69,85.32,58,53.77,75.61,9.1,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,19,5,TRUE,b5b501b4d23ec7ab24b827f79e48b2c67e548ddb,TRUE,TRUE,2023-10-16T13:27:38Z,Undi95/MLewd-ReMM-L2-Chat-20B-Inverted,https://huggingface.co/Undi95/MLewd-ReMM-L2-Chat-20B-Inverted
🔶,nisten/bigdoc-c34b-instruct-tf32,57.24,54.44,76.91,55.62,44.46,74.43,37.6,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,TRUE,cc-by-nc-3.0,34,0,FALSE,a20a49f517dbc82705e1c67f78ef47f794777f91,TRUE,TRUE,2024-01-29T23:13:31Z,nisten/bigdoc-c34b-instruct-tf32,https://huggingface.co/nisten/bigdoc-c34b-instruct-tf32
💬,abacusai/Giraffe-13b-32k-v3,57.24,59.04,79.59,55.01,46.68,76.95,26.16,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,llama2,13,6,TRUE,bbc483fc0a3b88740fd6e04a7fd0c7d98b85cd1d,TRUE,TRUE,2023-12-07T22:48:16Z,abacusai/Giraffe-13b-32k-v3,https://huggingface.co/abacusai/Giraffe-13b-32k-v3
🔶,psmathur/orca_mini_v3_13b,57.24,63.14,82.35,56.52,51.81,76.48,13.12,🔶 fine-tuned on domain-specific datasets,Unknown,Original,float16,TRUE,"",12,0,FALSE,99904e4119575f2c1606ca1e31d288f38a9f20b5,TRUE,TRUE,2023-09-09T10:52:17Z,psmathur/orca_mini_v3_13b,https://huggingface.co/psmathur/orca_mini_v3_13b
💬,pankajmathur/orca_mini_v3_13b,57.24,63.14,82.35,56.52,51.81,76.48,13.12,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,other,13,32,TRUE,72eec98f68d240a71d3da8a266917b6e754ae831,TRUE,TRUE,2023-10-16T13:00:29Z,pankajmathur/orca_mini_v3_13b,https://huggingface.co/pankajmathur/orca_mini_v3_13b
🔶,Undi95/MLewd-Chat-v2-13B,57.23,61.86,83.81,57,54.51,75.77,10.46,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,13,18,TRUE,f6181961a6a2f9ca534e1a8907b4a4459be6b6bd,TRUE,TRUE,2023-10-16T12:48:18Z,Undi95/MLewd-Chat-v2-13B,https://huggingface.co/Undi95/MLewd-Chat-v2-13B
🔶,IkariDev/Athena-v4,57.23,62.54,84.19,57.33,50.87,76.48,11.98,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,13,16,TRUE,dde640538a44a08f6f456a2b7634e31a5d7a1245,TRUE,FALSE,2023-10-16T12:48:18Z,IkariDev/Athena-v4,https://huggingface.co/IkariDev/Athena-v4
🔶,TwT-6/open_llm_leaderboard_demo2,57.22,62.2,83.76,65.52,52.45,79.32,0.08,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,cc-by-nc-4.0,10,1,TRUE,9eb73e7046c9784cd33d0c5d30828cfb087893ea,TRUE,TRUE,2024-04-16T03:00:13Z,TwT-6/open_llm_leaderboard_demo2,https://huggingface.co/TwT-6/open_llm_leaderboard_demo2
💬,Qwen/Qwen1.5-MoE-A2.7B-Chat,57.22,53.67,80.54,60.97,50.56,69.38,28.2,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2MoeForCausalLM,Original,bfloat16,TRUE,other,14,106,TRUE,ec052fda178e241c7c443468d2fa1db6618996be,TRUE,FALSE,2024-05-01T23:24:21Z,Qwen/Qwen1.5-MoE-A2.7B-Chat,https://huggingface.co/Qwen/Qwen1.5-MoE-A2.7B-Chat
🔶,KoboldAI/LLaMA2-13B-Estopia,57.21,62.29,82.51,55.12,54.14,75.77,13.42,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,FALSE,cc-by-nc-4.0,13,17,TRUE,cfbf7f1372454aefb45d27504b11431828ad14f8,TRUE,TRUE,2024-01-17T09:02:47Z,KoboldAI/LLaMA2-13B-Estopia,https://huggingface.co/KoboldAI/LLaMA2-13B-Estopia
🔶,AmberYifan/test-spin-lora-iter2,57.18,57.08,80.64,59.97,39.71,77.19,28.51,🔶 fine-tuned on domain-specific datasets,?,Adapter,bfloat16,TRUE,"",0,0,FALSE,713504a8ae3fcc7a35e0b8cef3014c4dd4375682,TRUE,TRUE,2024-04-17T00:53:27Z,AmberYifan/test-spin-lora-iter2,https://huggingface.co/AmberYifan/test-spin-lora-iter2
🔶,Zangs3011/mistral_7b_2EPOCH_DolphinCoder,57.17,60.75,81.15,59.37,44.65,73.24,23.88,🔶 fine-tuned on domain-specific datasets,?,Adapter,bfloat16,TRUE,apache-2.0,7,0,TRUE,521da4841efa9eee3716294f08fd3326d271b574,TRUE,TRUE,2024-01-19T03:28:56Z,Zangs3011/mistral_7b_2EPOCH_DolphinCoder,https://huggingface.co/Zangs3011/mistral_7b_2EPOCH_DolphinCoder
🔶,uukuguy/speechless-llama2-hermes-orca-platypus-13b,57.17,60.92,83.5,59.39,54.29,75.22,9.7,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,,13,2,FALSE,f227ad33b16726b099e35e5dc47f4db1f22665a7,TRUE,TRUE,2023-09-09T10:52:17Z,uukuguy/speechless-llama2-hermes-orca-platypus-13b,https://huggingface.co/uukuguy/speechless-llama2-hermes-orca-platypus-13b
💬,jondurbin/airoboros-33b-2.1,57.16,63.65,84.97,57.37,52.17,78.22,6.6,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,33,9,TRUE,12ccd0e6c9ef12c7d3c2eab8266cd32c0b2f7683,TRUE,TRUE,2023-09-09T10:52:17Z,jondurbin/airoboros-33b-2.1,https://huggingface.co/jondurbin/airoboros-33b-2.1
🔶,jondurbin/airoboros-33b-gpt4-m2.0,57.16,64.68,84.95,57.77,47.44,77.74,10.39,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,8bit,TRUE,cc-by-nc-4.0,33,6,TRUE,57bd88e24d603dc4bbe4016ed0871db7c0e529d5,TRUE,TRUE,2023-09-09T10:52:17Z,jondurbin/airoboros-33b-gpt4-m2.0,https://huggingface.co/jondurbin/airoboros-33b-gpt4-m2.0
🔶,jisukim8873/mistral-7B-alpaca-case-0-2,57.15,61.69,81.74,60,43.56,76.95,18.95,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,TRUE,apache-2.0,7,0,TRUE,d8cdb077e67fe9de8fec3ce47b79dab8e1bacf95,TRUE,TRUE,2024-04-01T04:27:12Z,jisukim8873/mistral-7B-alpaca-case-0-2,https://huggingface.co/jisukim8873/mistral-7B-alpaca-case-0-2
🤝,lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048kIO-OpenBioLLM,57.13,58.87,80.24,60.54,39.4,73.09,30.63,🤝 base merges and moerges,LlamaForCausalLM,Original,float16,TRUE,"",8,0,FALSE,a62a7bd835398f5a114b186e9ffda1475aa2ab31,TRUE,TRUE,2024-05-19T17:24:22Z,lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048kIO-OpenBioLLM,https://huggingface.co/lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048kIO-OpenBioLLM
🤝,lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048k-OpenBioLLM,57.13,58.87,80.24,60.54,39.4,73.09,30.63,🤝 base merges and moerges,LlamaForCausalLM,Original,float16,FALSE,llama3,8,0,TRUE,bf2c057c0419a3dab618685d6d8e31489335e21c,TRUE,TRUE,2024-05-19T16:24:33Z,lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048k-OpenBioLLM,https://huggingface.co/lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048k-OpenBioLLM
🔶,Sao10K/BrainDerp3,57.13,60.92,82.1,58.91,57.18,75.61,8.04,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,13,1,TRUE,0b575b9245406cca92942ce2ababb5b868109bed,TRUE,TRUE,2023-10-16T13:19:55Z,Sao10K/BrainDerp3,https://huggingface.co/Sao10K/BrainDerp3
🔶,Doctor-Shotgun/CalliopeDS-v2-L2-13B,57.12,62.8,84.14,56.14,51.06,76.01,12.59,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,FALSE,llama2,13,0,TRUE,e63d24870c840d47e82b029e7f405baa10ad9ea4,TRUE,TRUE,2023-10-16T12:48:18Z,Doctor-Shotgun/CalliopeDS-v2-L2-13B,https://huggingface.co/Doctor-Shotgun/CalliopeDS-v2-L2-13B
🔶,gradientputri/MegaMix-S1-13B,57.12,62.46,83.65,57.88,44.52,75.85,18.35,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,FALSE,llama2,13,0,TRUE,afca2c9488cf8738faec4db6721f6a4c755a5d81,TRUE,TRUE,2023-10-16T12:58:30Z,gradientputri/MegaMix-S1-13B,https://huggingface.co/gradientputri/MegaMix-S1-13B
🔶,Sao10K/BrainDerp,57.11,60.75,82.1,58.81,56.9,75.85,8.26,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama2,13,0,TRUE,ba21a7ed5458b3fa2b05ce6aab431acd1f857516,TRUE,TRUE,2023-10-16T12:46:18Z,Sao10K/BrainDerp,https://huggingface.co/Sao10K/BrainDerp
🤝,saucam/aqua-smaug-hermes-8B,57.11,62.03,82.31,66.18,55.56,76.4,0.15,🤝 base merges and moerges,LlamaForCausalLM,Original,float16,FALSE,apache-2.0,8,1,TRUE,63b8e25d55ae4ffe960122e6f06576814fd91086,TRUE,TRUE,2024-05-09T16:42:34Z,saucam/aqua-smaug-hermes-8B,https://huggingface.co/saucam/aqua-smaug-hermes-8B
🔶,ArianAskari/SOLID-SFT-WoDPO-MixQV2-Zephyr-7b-beta,57.1,59.73,81.72,60.47,53.77,74.66,12.28,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,TRUE,apache-2.0,7,0,TRUE,ced2cbdeef8389e754a8f4895b70032580d54b99,TRUE,TRUE,2024-02-11T13:17:11Z,ArianAskari/SOLID-SFT-WoDPO-MixQV2-Zephyr-7b-beta,https://huggingface.co/ArianAskari/SOLID-SFT-WoDPO-MixQV2-Zephyr-7b-beta
🔶,Undi95/ReMM-v2.2-L2-13B,57.1,61.26,84.16,56.22,51.35,75.61,14.03,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,13,4,TRUE,d55031fbcd41d749bc0c0ffbcd85636718d373b6,TRUE,TRUE,2023-10-16T12:46:18Z,Undi95/ReMM-v2.2-L2-13B,https://huggingface.co/Undi95/ReMM-v2.2-L2-13B
🔶,IkariDev/Athena-v3,57.09,61.69,84.34,57.87,51.26,75.77,11.6,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,0,13,TRUE,5e4024b6694bb13f1a81ce4277ac9141f0b226df,TRUE,FALSE,2023-10-16T12:54:17Z,IkariDev/Athena-v3,https://huggingface.co/IkariDev/Athena-v3
🔶,failspy/Llama-3-8B-Instruct-abliterated,57.07,51.45,74.02,56.21,47.91,71.35,41.47,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,llama3,8,9,TRUE,dd67dd055661e4cbcedb0ed2431693d9cc3be6e0,TRUE,TRUE,2024-05-15T09:28:06Z,failspy/Llama-3-8B-Instruct-abliterated,https://huggingface.co/failspy/Llama-3-8B-Instruct-abliterated
🔶,FelixChao/vicuna-33b-coder,57.07,60.41,83.27,57.17,51.79,76.87,12.89,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,apache-2.0,33,3,TRUE,67f6e669d7a15c1104a1478057f3752a503e83c0,TRUE,TRUE,2023-09-09T10:52:17Z,FelixChao/vicuna-33b-coder,https://huggingface.co/FelixChao/vicuna-33b-coder
🔶,Undi95/Emerhyst-20B,57.07,61.69,84.98,56.98,54.16,76.09,8.49,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,19,43,TRUE,e4c23af4f5dd88cb27d245e2bfc3b81db652632c,TRUE,TRUE,2023-10-16T12:54:17Z,Undi95/Emerhyst-20B,https://huggingface.co/Undi95/Emerhyst-20B
🔶,failspy/Llama-3-8B-Instruct-abliterated,57.06,51.45,73.97,56.16,47.9,71.43,41.47,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,llama3,8,9,TRUE,dd67dd055661e4cbcedb0ed2431693d9cc3be6e0,TRUE,TRUE,2024-05-15T09:27:58Z,failspy/Llama-3-8B-Instruct-abliterated,https://huggingface.co/failspy/Llama-3-8B-Instruct-abliterated
🔶,DangFutures/BIG_DANG_BOT,57.06,60.32,82.02,70.02,49.07,80.9,0,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,Original,float16,TRUE,"",46,0,FALSE,b97d945f17c9e41dbe1809210c8f818b1cecca7c,TRUE,TRUE,2024-01-24T04:34:59Z,DangFutures/BIG_DANG_BOT,https://huggingface.co/DangFutures/BIG_DANG_BOT
🔶,Josephgflowers/Cinder-Phi-2-Test-1,57.05,57.34,72.6,50.81,45.23,73.8,42.53,🔶 fine-tuned on domain-specific datasets,PhiForCausalLM,Original,float16,TRUE,mit,2,0,TRUE,ed772a328dc0461fc3feb7b92fa1f8dcfedfa1cb,TRUE,TRUE,2024-02-19T21:52:35Z,Josephgflowers/Cinder-Phi-2-Test-1,https://huggingface.co/Josephgflowers/Cinder-Phi-2-Test-1
🔶,circulus/Llama-2-13b-orca-v1,57.05,62.03,82.27,57.71,49.61,76.87,13.8,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,mit,13,5,TRUE,e77ec90f432bdffa210a0e4310d117e5d1c662df,TRUE,TRUE,2023-09-09T10:52:17Z,circulus/Llama-2-13b-orca-v1,https://huggingface.co/circulus/Llama-2-13b-orca-v1
🔶,stabilityai/StableBeluga-13B,57.05,62.03,82.27,57.71,49.61,76.87,13.8,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,,13,114,FALSE,1d6eef4cc2b73f39600a568803ad8183f2da4514,TRUE,TRUE,2023-09-09T10:52:17Z,stabilityai/StableBeluga-13B,https://huggingface.co/stabilityai/StableBeluga-13B
🟢,Qwen/Qwen1.5-4B,57.05,48.46,71.58,56.52,47.27,66.22,52.24,🟢 pretrained,Qwen2ForCausalLM,Original,bfloat16,TRUE,other,3,33,TRUE,294dbdee5dacecc52c9cc6ba2dba4084addc7b2c,TRUE,FALSE,2024-02-18T04:42:46Z,Qwen/Qwen1.5-4B,https://huggingface.co/Qwen/Qwen1.5-4B
🔶,TeeZee/GALAXY_v03_slimorca_1_epoch_50k,57.04,62.71,84.58,65.17,47.3,82.48,0,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,apache-2.0,15,0,TRUE,f7936789f085412986be9657da573028d8416397,TRUE,TRUE,2024-03-24T10:16:04Z,TeeZee/GALAXY_v03_slimorca_1_epoch_50k,https://huggingface.co/TeeZee/GALAXY_v03_slimorca_1_epoch_50k
🔶,jondurbin/airoboros-33b-gpt4-m2.0,57.03,63.4,85.19,57.46,48.15,78.37,9.63,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,33,6,TRUE,84a89dee5bf3447079f115a3ef4d58ef8f924798,TRUE,TRUE,2023-09-09T10:52:17Z,jondurbin/airoboros-33b-gpt4-m2.0,https://huggingface.co/jondurbin/airoboros-33b-gpt4-m2.0
🤝,BioMistral/BioMistral-7B-DARE,57.03,58.28,79.87,57.34,55.61,76.09,15.01,🤝 base merges and moerges,MistralForCausalLM,Original,bfloat16,FALSE,apache-2.0,7,15,TRUE,fc46b30e1cf0fe45280fd9b0a948fd9344b31112,TRUE,TRUE,2024-02-18T13:45:30Z,BioMistral/BioMistral-7B-DARE,https://huggingface.co/BioMistral/BioMistral-7B-DARE
🔶,Weyaxi/zephyr-beta-Nebula-v2-7B,57.03,56.57,82.53,56.4,58.68,70.48,17.51,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,7,0,TRUE,226caedb50a12730232c1f8fe9c96b6dcf818ba7,TRUE,TRUE,2023-11-21T10:20:31Z,Weyaxi/zephyr-beta-Nebula-v2-7B,https://huggingface.co/Weyaxi/zephyr-beta-Nebula-v2-7B
🔶,jondurbin/airoboros-33b-gpt4-2.0,57.02,63.91,85.67,57.95,45.54,77.98,11.07,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,TRUE,cc-by-nc-4.0,33,6,TRUE,a4e1b721add286900c5a6f529c3d7a3e0049b2e0,TRUE,TRUE,2023-09-09T10:52:17Z,jondurbin/airoboros-33b-gpt4-2.0,https://huggingface.co/jondurbin/airoboros-33b-gpt4-2.0
🔶,MisterRid/wendigo-14b-alpha2,57.02,56.66,77.19,58,53.71,73.64,22.9,🔶 fine-tuned on domain-specific datasets,Unknown,Original,bfloat16,TRUE,"",14,0,FALSE,f8332eddcb7f8ab2b5195486d4b508c4628992f6,TRUE,TRUE,2023-12-18T02:14:01Z,MisterRid/wendigo-14b-alpha2,https://huggingface.co/MisterRid/wendigo-14b-alpha2
🔶,WebraftAI/synapsellm-7b-mistral-v0.3-preview,57.01,53.84,74.86,54.81,55.03,74.59,28.96,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,TRUE,apache-2.0,7,0,TRUE,4e509275c5e51bee6e82c2c15082a6cc50d87b5b,TRUE,TRUE,2023-11-29T13:02:26Z,WebraftAI/synapsellm-7b-mistral-v0.3-preview,https://huggingface.co/WebraftAI/synapsellm-7b-mistral-v0.3-preview
🔶,MisterRid/wendigo-14b-alpha1,57.01,56.48,77.2,57.83,53.76,73.01,23.81,🔶 fine-tuned on domain-specific datasets,Unknown,Original,bfloat16,TRUE,"",14,0,FALSE,0024ee75d8ed5d9373ff42df72c21f3217ba9d2e,TRUE,TRUE,2023-12-18T02:12:58Z,MisterRid/wendigo-14b-alpha1,https://huggingface.co/MisterRid/wendigo-14b-alpha1
🔶,jondurbin/airoboros-33b-gpt4-2.0,57.01,63.82,85.65,58.44,45.57,77.9,10.69,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,TRUE,cc-by-nc-4.0,33,6,TRUE,ddc598f492f5098a8e308f51a82834f98f29a4ce,TRUE,TRUE,2023-09-09T10:52:17Z,jondurbin/airoboros-33b-gpt4-2.0,https://huggingface.co/jondurbin/airoboros-33b-gpt4-2.0
💬,yulan-team/YuLan-Chat-2-13b-fp16,57.01,59.04,80.66,56.72,52.18,79.64,13.8,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,TRUE,mit,13,14,TRUE,2d439187efd6edd91a0c0146f08dff52d92aa7bc,TRUE,TRUE,2023-09-09T10:52:17Z,yulan-team/YuLan-Chat-2-13b-fp16,https://huggingface.co/yulan-team/YuLan-Chat-2-13b-fp16
🔶,kno10/ende-chat-0.0.4,57.01,56.57,79.63,55.22,51.19,75.93,23.5,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,float16,TRUE,apache-2.0,7,0,TRUE,f2ce69509c3d0f461818aa81d90b569df423b207,TRUE,TRUE,2024-04-01T20:31:36Z,kno10/ende-chat-0.0.4,https://huggingface.co/kno10/ende-chat-0.0.4
